outcome,ate_diff_in_means,ate_regression,se_clustered,p_value
days_active,0.17334728329620042,0.17341153424202493,0.010973100682942145,2.951060180446392e-56
retained_any,0.0005793640083427976,0.0005776545339293126,0.0003369140833012997,0.08642858355746888
